Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
mushroom-hoodie,,,,,,,,,White,,S,,,9iVHH8dUdTI1AYwPw_4888,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,White,,M,,,b7LppqNFhXJVtes4X_1114,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,White,,L,,,cqXbdMGoW7pJkyqZa_4196,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,White,,XL,,,xVJFgdIpJLTkinp8Y_1213,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,White,,2XL,,,xOKpABznGVErt9mko_4613,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,White,,3XL,,,z3jYKqm7vpPUjflpu_5822,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,Next Level Men's Triblend Crew | 6010,Fabric:<br><br>	● 50% polyester/25% combed ringspun cotton/25% rayon jersey<br>	● 7.2 oz./lin. yd.<br>	● 32 singles<br>	● Fabric laundered for reduced shrinkage<br><br>Features:<br><br>	● 1x1 baby rib-knit set-in collar<br>	● Satin label<br>	● Sideseamed<br>								,THE ARTS WITH G,,"","imported_from_etsy, imported_from_etsy_12847",true,Color,Envy,Size,XS,,,0dSxIejRr4f3qio7U_4947,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305905804_qzzk.jpg?v=1667373495,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
next-level-mens-triblend-crew-6011,,,,,,,,,Envy,,S,,,0fj2HFCUHz9MtJXI1_9957,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305905696_a8gn.jpg?v=1667373495,2,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Envy,,M,,,1EbfbuttMFPOgDfnA_4474,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353298191_ozi6.jpg?v=1667373495,3,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Envy,,L,,,1hi7CCzKCLsU3LLLg_718,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353298141_pyd2.jpg?v=1667373495,4,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Envy,,XL,,,2KkRzoYmbnGPpWt5E_5663,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305905514_ay6v.jpg?v=1667373495,5,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Envy,,2XL,,,3wzojLKxJn5ohWE6n_4842,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305905446_jzut.jpg?v=1667373495,6,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Envy,,3XL,,,41n2qGGE3G9S9U7mK_5813,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353297897_69my.jpg?v=1667373495,7,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Heather White,,XS,,,5fwNYJAdLfpBMmecE_3856,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305905224_iqqu.jpg?v=1667373495,8,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Heather White,,S,,,6zJkVHxjZTu6x05v8_8929,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305905130_hhlf.jpg?v=1667373495,9,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Heather White,,M,,,7lFaoN35CT45HEJdp_9643,0.0,shopify,continue,manual,30.56,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305905036_deo1.jpg?v=1667373495,10,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Heather White,,L,,,7x7Kp2DNaWLFR197I_9978,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Heather White,,XL,,,9n60LIalYxmJERZrt_5616,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Heather White,,2XL,,,9ZCYOnmHKIYZgmQag_771,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Heather White,,3XL,,,AhQ2SoXNMOULDyIb4_2268,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Indigo,,XS,,,B5wIGACP6EvcIXjPR_4934,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Indigo,,S,,,cc0OumKYNU0up2yt9_8935,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Indigo,,M,,,CGkspkIDaOFE2CykN_176,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Indigo,,L,,,Cx5d2GZ4BEKUU5ddR_8588,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Indigo,,XL,,,czXcVyK1Ny72ytwmX_3574,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Indigo,,2XL,,,drgUv5lpRHygR3fYC_3187,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Indigo,,3XL,,,DrlaUsmjf9ujNQnMb_4776,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Macchiato,,XS,,,dSyPqMz8WVYTIW8ua_2842,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Macchiato,,S,,,dV1Im3QSWfA5tqoxd_6566,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Macchiato,,M,,,efEvMS9vzvbPkgnuG_1867,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Macchiato,,L,,,ExPVe4nIwFsy3Lg7h_9203,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Macchiato,,XL,,,f59x7OpQQK4zgBbvo_7623,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Macchiato,,2XL,,,FhLNksPs6WKASaNBe_8294,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Macchiato,,3XL,,,FpYbVe4WbHIi45i5p_7839,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Premium Heather,,XS,,,gKxb3ShairgqDrQf0_3004,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Premium Heather,,S,,,GSYU9uzGhEbFQMZl3_8530,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Premium Heather,,M,,,hkhmd4GsQ1aMgLUIM_4311,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Premium Heather,,L,,,HOBbdi1nouHtxJuEj_3846,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Premium Heather,,XL,,,HUx2nlywMcsUE7Pou_9873,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Premium Heather,,2XL,,,iAHsUjl1FoMVfQnIM_5843,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Premium Heather,,3XL,,,ic38lyEQy4sr2Nohf_4049,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Venetian Gray,,XS,,,J58xCJalf84F9b2uK_8595,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Venetian Gray,,S,,,JOpnzCmtzAhJDxtpu_6763,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Venetian Gray,,M,,,jQLDXDxeDeMNY9h9H_7927,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Venetian Gray,,L,,,JuTYLioPrVw6D1szc_6319,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Venetian Gray,,XL,,,JZnGndLGZJHUn5IAF_7277,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Venetian Gray,,2XL,,,KoIOzHVO28AU66uw9_2961,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Venetian Gray,,3XL,,,KrW1gBIY44LqAxS0U_3730,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Black,,XS,,,L0PLK2YvAZqltGMTz_9943,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Black,,S,,,lMoZr05sAPSkKyUNo_9720,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Black,,M,,,majIkubFYJjPMKTsS_5967,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Black,,L,,,msWIkd6bdDJFfBfFW_5101,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Black,,XL,,,nIWtEXgYMQe2lm0Jh_9347,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Black,,2XL,,,nshVbNVspQQWbvv3W_8546,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Black,,3XL,,,ous9QiwR7SZfcctXR_5422,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Navy,,XS,,,ozJ5ZALuUSz5x7PPM_1898,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Navy,,S,,,Q57SoGO9O4eZwKFsS_9333,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Navy,,M,,,qBAb5btSUCj3y9bPb_4933,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Navy,,L,,,QifEYkXPZgbHTFxzo_8182,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Navy,,XL,,,r4AQJKmtaVJ3fSJuN_9907,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Navy,,2XL,,,RErl8YofVC5Yi1ELA_7768,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Navy,,3XL,,,rIYrOmIeFDIfMIFSI_4842,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Purple,,XS,,,RMDQf7fncSHNYxtbi_7103,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Purple,,S,,,rpBqfSK2p07H23dYH_5724,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Purple,,M,,,rzuw2HaDW5yoRPFrp_8109,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Purple,,L,,,sePgpwc0tsbaf02Ux_5124,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Purple,,XL,,,StEGprb7r4oQX9JpF_639,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Purple,,2XL,,,t0POHL2RVm5NZaP0b_1089,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Purple,,3XL,,,T4r2MRRiiQi1a9bPK_141,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Red,,XS,,,T7BCQAM9EKvTMbicu_3468,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Red,,S,,,TG1hmu02DTHL9p4zX_8267,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Red,,M,,,tnP0oNsRjDaQOh6D0_5077,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Red,,L,,,toSGo2AW0FFazuYU0_2549,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Red,,XL,,,TPG1KxCxuNTvBIB7I_4276,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Red,,2XL,,,tTGnemB9idLsFplVD_5636,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Red,,3XL,,,uIr3yGJ3WdB5Lze0r_3669,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Royal,,XS,,,undfrD53Hd8nDxlrF_3873,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Royal,,S,,,USwnjlNB4fvLuMgxL_4716,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Royal,,M,,,uZ0jZcoCsCCcRrtBL_3686,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Royal,,L,,,VWRRtsWCue0saXkT8_1021,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Royal,,XL,,,w2m31UtafTlurbLXh_6269,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Royal,,2XL,,,WcVZxdLb33oSEfXAI_8355,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Royal,,3XL,,,WOVn5l3ECHyPEBoG6_6239,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Turq,,XS,,,WypPv66ojON8M8ibv_5892,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Turq,,S,,,X2wpgkxdYGj8okAXB_4622,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Turq,,M,,,X3d82vMlktItIwgLw_2394,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Turq,,L,,,XGC6019FSNCB29699_7577,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Turq,,XL,,,XGEx4sE0k0VAXmvrn_5788,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Turq,,2XL,,,xJO2gGkUY6K1NEDOk_9943,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,Vintage Turq,,3XL,,,xPdApVvgBXVvtTE2k_3641,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,White,,XS,,,Xu2csqu95onZSUpX5_2054,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,White,,S,,,xX25lEj283ZG9iO8i_9653,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,White,,M,,,xxXNxPD92xA1jghVg_3508,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,White,,L,,,y0iTF9bobUeYNzFD3_7064,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,White,,XL,,,Y4oZz1Hxtwe43Nob9_5066,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,White,,2XL,,,YPJPqsdF8WPb18G87_367,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
next-level-mens-triblend-crew-6011,,,,,,,,,White,,3XL,,,Zv3qYHwRV1gGCcVMZ_1554,0.0,shopify,continue,manual,30.56,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,long sleeve shirt with horse on it,"Features:<br><br>	● 100% preshrunk cotton; Ash Grey is 99/1; Sport Grey is 90/1;<br>	● Dark Heather, Safety Green and Safety Orange are 50% cotton, 50% polyester<br>	● Taped shoulder-to-shoulder<br>	● Double-needle stitching throughout<br>	● Ribbed cuffs<br>	● CPSIA tracking label compliant",THE ARTS WITH G,,"","house, imported_from_etsy, imported_from_etsy_12847, long sleeve shirt, PHOTOGRAPHY",true,Color,Black,Size,S,,,SZe2tt3PpR5G6bpme_7099,0.0,shopify,continue,manual,48.52,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305774600_ema1.jpg?v=1667373490,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Black,,M,,,msAnWtRuOrVkr8TzF_3294,0.0,shopify,continue,manual,48.52,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353166439_3qt4.jpg?v=1667373490,2,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Black,,L,,,eMca22fHseJQuGWeW_1997,0.0,shopify,continue,manual,48.52,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305774480_jpi9.jpg?v=1667373490,3,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Black,,XL,,,BMwmVCKEPW3YW1fVV_9841,0.0,shopify,continue,manual,48.52,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305774418_8ipg.jpg?v=1667373490,4,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Charcoal,,S,,,2MmSxyoH4lyIjQXVY_2723,0.0,shopify,continue,manual,48.52,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353166253_7erx.jpg?v=1667373490,5,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Charcoal,,M,,,y1WcNhN2jisplUfo3_5980,0.0,shopify,continue,manual,48.52,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305774316_ets2.jpg?v=1667373490,6,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Charcoal,,L,,,ryISo3vAETfWWfKz4_9968,0.0,shopify,continue,manual,48.52,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353166151_heul.jpg?v=1667373490,7,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Charcoal,,XL,,,5dSfmW2KN74DrAKST_9321,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Light Pink,,S,,,Nir7AtPe7tq48aVr7_742,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Light Pink,,M,,,hjvTt1hYjlkFlcqtH_5249,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Light Pink,,L,,,MT0qHd9YjMowpnlSR_3092,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Light Pink,,XL,,,GSJCx0H69mLeGUoZX_156,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Navy,,S,,,wKSNQSvnm2jqNiAVM_6428,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-shirt-with-horse-on-it,,,,,,,,,Navy,,M,,,BHL1UODEwWpotmdo3_5795,0.0,shopify,continue,manual,48.52,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
